Country,Sex,Age_Group,Year,Ethnic_Group,Value
Malaysia,Female, 50 - 54,1993,Bumiputera,28
Malaysia,Female, 50 - 54,1993,Malay,144
Malaysia,Female, 50 - 54,1993,Chinese,107
Malaysia,Female, 50 - 54,1993,Indians,23
Malaysia,Female, 50 - 54,1993,Other Malaysian,3
Malaysia,Female, 50 - 54,1993,Non-Malaysian Citizens,7
Malaysia,Female, 50 - 54,1994,Total Ethnic Group,319
Malaysia,Female, 50 - 54,1994,Bumiputera,28
Malaysia,Female, 50 - 54,1994,Malay,147
Malaysia,Female, 50 - 54,1994,Chinese,110
Malaysia,Female, 50 - 54,1994,Indians,24
Malaysia,Female, 50 - 54,1994,Other Malaysian,3
Malaysia,Female, 50 - 54,1994,Non-Malaysian Citizens,7
Malaysia,Female, 50 - 54,1995,Total Ethnic Group,327
Malaysia,Female, 50 - 54,1995,Bumiputera,29
Malaysia,Female, 50 - 54,1995,Malay,151
Malaysia,Female, 50 - 54,1995,Chinese,113
Malaysia,Female, 50 - 54,1995,Indians,24
Malaysia,Female, 50 - 54,1995,Other Malaysian,3
Malaysia,Female, 50 - 54,1995,Non-Malaysian Citizens,7
Malaysia,Female, 50 - 54,1996,Total Ethnic Group,341
Malaysia,Female, 50 - 54,1996,Bumiputera,30
Malaysia,Female, 50 - 54,1996,Malay,158
Malaysia,Female, 50 - 54,1996,Chinese,117
Malaysia,Female, 50 - 54,1996,Indians,25
Malaysia,Female, 50 - 54,1996,Other Malaysian,3
Malaysia,Female, 50 - 54,1996,Non-Malaysian Citizens,8
Malaysia,Female, 50 - 54,1997,Total Ethnic Group,357
Malaysia,Female, 50 - 54,1997,Bumiputera,31
Malaysia,Female, 50 - 54,1997,Malay,165
Malaysia,Female, 50 - 54,1997,Chinese,122
Malaysia,Female, 50 - 54,1997,Indians,27
Malaysia,Female, 50 - 54,1997,Other Malaysian,3
Malaysia,Female, 50 - 54,1997,Non-Malaysian Citizens,8
Malaysia,Female, 50 - 54,1998,Total Ethnic Group,374
Malaysia,Female, 50 - 54,1998,Bumiputera,33
Malaysia,Female, 50 - 54,1998,Malay,173
Malaysia,Female, 50 - 54,1998,Chinese,128
Malaysia,Female, 50 - 54,1998,Indians,29
Malaysia,Female, 50 - 54,1998,Other Malaysian,3
Malaysia,Female, 50 - 54,1998,Non-Malaysian Citizens,9
Malaysia,Female, 50 - 54,1999,Total Ethnic Group,396
Malaysia,Female, 50 - 54,1999,Bumiputera,34
Malaysia,Female, 50 - 54,1999,Malay,184
Malaysia,Female, 50 - 54,1999,Chinese,134
Malaysia,Female, 50 - 54,1999,Indians,31
Malaysia,Female, 50 - 54,1999,Other Malaysian,3
Malaysia,Female, 50 - 54,1999,Non-Malaysian Citizens,10
Malaysia,Female, 50 - 54,2000,Total Ethnic Group,419
Malaysia,Female, 50 - 54,2000,Bumiputera,37
Malaysia,Female, 50 - 54,2000,Malay,195
Malaysia,Female, 50 - 54,2000,Chinese,140
Malaysia,Female, 50 - 54,2000,Indians,33
Malaysia,Female, 50 - 54,2000,Other Malaysian,4
Malaysia,Female, 50 - 54,2000,Non-Malaysian Citizens,12
Malaysia,Female, 50 - 54,2001,Total Ethnic Group,448
Malaysia,Female, 50 - 54,2001,Bumiputera,39
Malaysia,Female, 50 - 54,2001,Malay,210
Malaysia,Female, 50 - 54,2001,Chinese,147
Malaysia,Female, 50 - 54,2001,Indians,36
Malaysia,Female, 50 - 54,2001,Other Malaysian,4
Malaysia,Female, 50 - 54,2001,Non-Malaysian Citizens,13
Malaysia,Female, 50 - 54,2002,Total Ethnic Group,478
Malaysia,Female, 50 - 54,2002,Bumiputera,41
Malaysia,Female, 50 - 54,2002,Malay,225
Malaysia,Female, 50 - 54,2002,Chinese,155
Malaysia,Female, 50 - 54,2002,Indians,39
Malaysia,Female, 50 - 54,2002,Other Malaysian,4
Malaysia,Female, 50 - 54,2002,Non-Malaysian Citizens,14
Malaysia,Female, 50 - 54,2003,Total Ethnic Group,506
Malaysia,Female, 50 - 54,2003,Bumiputera,42
Malaysia,Female, 50 - 54,2003,Malay,241
Malaysia,Female, 50 - 54,2003,Chinese,162
Malaysia,Female, 50 - 54,2003,Indians,42
Malaysia,Female, 50 - 54,2003,Other Malaysian,4
Malaysia,Female, 50 - 54,2003,Non-Malaysian Citizens,15
Malaysia,Female, 50 - 54,2004,Total Ethnic Group,531
Malaysia,Female, 50 - 54,2004,Bumiputera,44
Malaysia,Female, 50 - 54,2004,Malay,255
Malaysia,Female, 50 - 54,2004,Chinese,167
Malaysia,Female, 50 - 54,2004,Indians,45
Malaysia,Female, 50 - 54,2004,Other Malaysian,4
Malaysia,Female, 50 - 54,2004,Non-Malaysian Citizens,16
Malaysia,Female, 50 - 54,2005,Total Ethnic Group,553
Malaysia,Female, 50 - 54,2005,Bumiputera,46
Malaysia,Female, 50 - 54,2005,Malay,267
Malaysia,Female, 50 - 54,2005,Chinese,171
Malaysia,Female, 50 - 54,2005,Indians,47
Malaysia,Female, 50 - 54,2005,Other Malaysian,4
Malaysia,Female, 50 - 54,2005,Non-Malaysian Citizens,17
Malaysia,Female, 50 - 54,2006,Total Ethnic Group,574
Malaysia,Female, 50 - 54,2006,Bumiputera,49
Malaysia,Female, 50 - 54,2006,Malay,279
Malaysia,Female, 50 - 54,2006,Chinese,174
Malaysia,Female, 50 - 54,2006,Indians,49
Malaysia,Female, 50 - 54,2006,Other Malaysian,4
Malaysia,Female, 50 - 54,2006,Non-Malaysian Citizens,19
Malaysia,Female, 50 - 54,2007,Total Ethnic Group,596
Malaysia,Female, 50 - 54,2007,Bumiputera,52
Malaysia,Female, 50 - 54,2007,Malay,291
Malaysia,Female, 50 - 54,2007,Chinese,177
Malaysia,Female, 50 - 54,2007,Indians,50
Malaysia,Female, 50 - 54,2007,Other Malaysian,4
Malaysia,Female, 50 - 54,2007,Non-Malaysian Citizens,20
Malaysia,Female, 50 - 54,2008,Total Ethnic Group,619
Malaysia,Female, 50 - 54,2008,Bumiputera,56
Malaysia,Female, 50 - 54,2008,Malay,304
Malaysia,Female, 50 - 54,2008,Chinese,181
Malaysia,Female, 50 - 54,2008,Indians,52
Malaysia,Female, 50 - 54,2008,Other Malaysian,4
Malaysia,Female, 50 - 54,2008,Non-Malaysian Citizens,22
Malaysia,Female, 50 - 54,2009,Total Ethnic Group,642
Malaysia,Female, 50 - 54,2009,Bumiputera,59
Malaysia,Female, 50 - 54,2009,Malay,317
Malaysia,Female, 50 - 54,2009,Chinese,184
Malaysia,Female, 50 - 54,2009,Indians,54
Malaysia,Female, 50 - 54,2009,Other Malaysian,4
Malaysia,Female, 50 - 54,2009,Non-Malaysian Citizens,23
Malaysia,Female, 50 - 54,2010,Total Ethnic Group,664
Malaysia,Female, 50 - 54,2010,Other Bumiputera,63
Malaysia,Female, 50 - 54,2010,Malay,329
Malaysia,Female, 50 - 54,2010,Chinese,187
Malaysia,Female, 50 - 54,2010,Indians,56
Malaysia,Female, 50 - 54,2010,Other Malaysian,4
Malaysia,Female, 50 - 54,2010,Non-Malaysian Citizens,25
Malaysia,Female, 50 - 54,2011,Total Ethnic Group,686
Malaysia,Female, 50 - 54,2011,Other Bumiputera,67
Malaysia,Female, 50 - 54,2011,Malay,339
Malaysia,Female, 50 - 54,2011,Chinese,191
Malaysia,Female, 50 - 54,2011,Indians,58
Malaysia,Female, 50 - 54,2011,Other Malaysian,4
Malaysia,Female, 50 - 54,2011,Non-Malaysian Citizens,27
Malaysia,Female, 50 - 54,2012,Total Ethnic Group,704
Malaysia,Female, 50 - 54,2012,Other Bumiputera,71
Malaysia,Female, 50 - 54,2012,Malay,348
Malaysia,Female, 50 - 54,2012,Chinese,194
Malaysia,Female, 50 - 54,2012,Indians,59
Malaysia,Female, 50 - 54,2012,Other Malaysian,4
Malaysia,Female, 50 - 54,2012,Non-Malaysian Citizens,28
Malaysia,Female, 50 - 54,2013,Total Ethnic Group,722
Malaysia,Female, 50 - 54,2013,Bumiputera,430
Malaysia,Female, 50 - 54,2013,Chinese,197
Malaysia,Female, 50 - 54,2013,Indians,60
Malaysia,Female, 50 - 54,2013,Other Malaysian,4
Malaysia,Female, 50 - 54,2013,Non-Malaysian Citizens,31
Malaysia,Female, 50 - 54,2014,Total Ethnic Group,739
Malaysia,Female, 50 - 54,2014,Bumiputera,440
Malaysia,Female, 50 - 54,2014,Chinese,200
Malaysia,Female, 50 - 54,2014,Indians,61
Malaysia,Female, 50 - 54,2014,Other Malaysian,4
Malaysia,Female, 50 - 54,2014,Non-Malaysian Citizens,33
Malaysia,Female, 50 - 54,2015,Total Ethnic Group,756
Malaysia,Female, 50 - 54,2015,Bumiputera,451
Malaysia,Female, 50 - 54,2015,Chinese,204
Malaysia,Female, 50 - 54,2015,Indians,62
Malaysia,Female, 50 - 54,2015,Other Malaysian,5
Malaysia,Female, 50 - 54,2015,Non-Malaysian Citizens,35
Malaysia,Female, 50 - 54,2016,Total Ethnic Group,773
Malaysia,Female, 50 - 54,2016,Bumiputera,462
Malaysia,Female, 50 - 54,2016,Chinese,208
Malaysia,Female, 50 - 54,2016,Indians,62
Malaysia,Female, 50 - 54,2016,Other Malaysian,5
Malaysia,Female, 50 - 54,2016,Non-Malaysian Citizens,36
Malaysia,Female, 50 - 54,2017,Total Ethnic Group,790
Malaysia,Female, 50 - 54,2017,Bumiputera,472
Malaysia,Female, 50 - 54,2017,Chinese,213
Malaysia,Female, 50 - 54,2017,Indians,63
Malaysia,Female, 50 - 54,2017,Other Malaysian,5
Malaysia,Female, 50 - 54,2017,Non-Malaysian Citizens,37
Malaysia,Female, 50 - 54,2018,Total Ethnic Group,806
Malaysia,Female, 50 - 54,2018,Bumiputera,482
Malaysia,Female, 50 - 54,2018,Chinese,218
Malaysia,Female, 50 - 54,2018,Indians,64
Malaysia,Female, 50 - 54,2018,Other Malaysian,5
Malaysia,Female, 50 - 54,2018,Non-Malaysian Citizens,38
Malaysia,Female, 50 - 54,2019,Total Ethnic Group,817
Malaysia,Female, 50 - 54,2019,Bumiputera,491
Malaysia,Female, 50 - 54,2019,Chinese,221
Malaysia,Female, 50 - 54,2019,Indians,64
Malaysia,Female, 50 - 54,2019,Other Malaysian,5
Malaysia,Female, 50 - 54,2019,Non-Malaysian Citizens,36
Malaysia,Female, 50 - 54,2020,Total Ethnic Group,825
Malaysia,Female, 50 - 54,2020,Bumiputera,498
Malaysia,Female, 50 - 54,2020,Chinese,223
Malaysia,Female, 50 - 54,2020,Indians,65
Malaysia,Female, 50 - 54,2020,Other Malaysian,5
Malaysia,Female, 50 - 54,2020,Non-Malaysian Citizens,34
Malaysia,Female, 55 - 59,1991,Total Ethnic Group,244
Malaysia,Female, 55 - 59,1991,Bumiputera,22
Malaysia,Female, 55 - 59,1991,Malay,117
Malaysia,Female, 55 - 59,1991,Chinese,81
Malaysia,Female, 55 - 59,1991,Indians,18
Malaysia,Female, 55 - 59,1991,Other Malaysian,2
Malaysia,Female, 55 - 59,1991,Non-Malaysian Citizens,4
Malaysia,Female, 55 - 59,1992,Total Ethnic Group,252
Malaysia,Female, 55 - 59,1992,Bumiputera,23
Malaysia,Female, 55 - 59,1992,Malay,121
Malaysia,Female, 55 - 59,1992,Chinese,84
Malaysia,Female, 55 - 59,1992,Indians,19
Malaysia,Female, 55 - 59,1992,Other Malaysian,2
Malaysia,Female, 55 - 59,1992,Non-Malaysian Citizens,5
Malaysia,Female, 55 - 59,1993,Total Ethnic Group,262
Malaysia,Female, 55 - 59,1993,Bumiputera,23
Malaysia,Female, 55 - 59,1993,Malay,124
Malaysia,Female, 55 - 59,1993,Chinese,87
Malaysia,Female, 55 - 59,1993,Indians,20
Malaysia,Female, 55 - 59,1993,Other Malaysian,2
Malaysia,Female, 55 - 59,1993,Non-Malaysian Citizens,5
Malaysia,Female, 55 - 59,1994,Total Ethnic Group,270
Malaysia,Female, 55 - 59,1994,Bumiputera,24
Malaysia,Female, 55 - 59,1994,Malay,127
Malaysia,Female, 55 - 59,1994,Chinese,91
Malaysia,Female, 55 - 59,1994,Indians,20
Malaysia,Female, 55 - 59,1994,Other Malaysian,2
Malaysia,Female, 55 - 59,1994,Non-Malaysian Citizens,6
Malaysia,Female, 55 - 59,1995,Total Ethnic Group,278
Malaysia,Female, 55 - 59,1995,Bumiputera,25
Malaysia,Female, 55 - 59,1995,Malay,131
Malaysia,Female, 55 - 59,1995,Chinese,94
Malaysia,Female, 55 - 59,1995,Indians,21
Malaysia,Female, 55 - 59,1995,Other Malaysian,2
Malaysia,Female, 55 - 59,1995,Non-Malaysian Citizens,6
Malaysia,Female, 55 - 59,1996,Total Ethnic Group,286
Malaysia,Female, 55 - 59,1996,Bumiputera,25
Malaysia,Female, 55 - 59,1996,Malay,134
Malaysia,Female, 55 - 59,1996,Chinese,97
Malaysia,Female, 55 - 59,1996,Indians,21
Malaysia,Female, 55 - 59,1996,Other Malaysian,2
Malaysia,Female, 55 - 59,1996,Non-Malaysian Citizens,6
Malaysia,Female, 55 - 59,1997,Total Ethnic Group,292
Malaysia,Female, 55 - 59,1997,Bumiputera,26
Malaysia,Female, 55 - 59,1997,Malay,136
Malaysia,Female, 55 - 59,1997,Chinese,100
Malaysia,Female, 55 - 59,1997,Indians,22
Malaysia,Female, 55 - 59,1997,Other Malaysian,2
Malaysia,Female, 55 - 59,1997,Non-Malaysian Citizens,6
Malaysia,Female, 55 - 59,1998,Total Ethnic Group,298
Malaysia,Female, 55 - 59,1998,Bumiputera,26
Malaysia,Female, 55 - 59,1998,Malay,138
Malaysia,Female, 55 - 59,1998,Chinese,104
Malaysia,Female, 55 - 59,1998,Indians,22
Malaysia,Female, 55 - 59,1998,Other Malaysian,2
Malaysia,Female, 55 - 59,1998,Non-Malaysian Citizens,6
Malaysia,Female, 55 - 59,1999,Total Ethnic Group,306
Malaysia,Female, 55 - 59,1999,Bumiputera,27
Malaysia,Female, 55 - 59,1999,Malay,141
Malaysia,Female, 55 - 59,1999,Chinese,107
Malaysia,Female, 55 - 59,1999,Indians,23
Malaysia,Female, 55 - 59,1999,Other Malaysian,2
Malaysia,Female, 55 - 59,1999,Non-Malaysian Citizens,6
Malaysia,Female, 55 - 59,2000,Total Ethnic Group,316
Malaysia,Female, 55 - 59,2000,Bumiputera,28
Malaysia,Female, 55 - 59,2000,Malay,146
Malaysia,Female, 55 - 59,2000,Chinese,111
Malaysia,Female, 55 - 59,2000,Indians,23
Malaysia,Female, 55 - 59,2000,Other Malaysian,3
Malaysia,Female, 55 - 59,2000,Non-Malaysian Citizens,6
Malaysia,Female, 55 - 59,2001,Total Ethnic Group,328
Malaysia,Female, 55 - 59,2001,Bumiputera,29
Malaysia,Female, 55 - 59,2001,Malay,152
Malaysia,Female, 55 - 59,2001,Chinese,114
Malaysia,Female, 55 - 59,2001,Indians,24
Malaysia,Female, 55 - 59,2001,Other Malaysian,3
Malaysia,Female, 55 - 59,2001,Non-Malaysian Citizens,7
Malaysia,Female, 55 - 59,2002,Total Ethnic Group,345
Malaysia,Female, 55 - 59,2002,Bumiputera,31
Malaysia,Female, 55 - 59,2002,Malay,160
Malaysia,Female, 55 - 59,2002,Chinese,118
Malaysia,Female, 55 - 59,2002,Indians,26
Malaysia,Female, 55 - 59,2002,Other Malaysian,3
Malaysia,Female, 55 - 59,2002,Non-Malaysian Citizens,8
Malaysia,Female, 55 - 59,2003,Total Ethnic Group,366
Malaysia,Female, 55 - 59,2003,Bumiputera,32
Malaysia,Female, 55 - 59,2003,Malay,171
Malaysia,Female, 55 - 59,2003,Chinese,124
Malaysia,Female, 55 - 59,2003,Indians,28
Malaysia,Female, 55 - 59,2003,Other Malaysian,3
Malaysia,Female, 55 - 59,2003,Non-Malaysian Citizens,9
Malaysia,Female, 55 - 59,2004,Total Ethnic Group,390
Malaysia,Female, 55 - 59,2004,Bumiputera,34
Malaysia,Female, 55 - 59,2004,Malay,183
Malaysia,Female, 55 - 59,2004,Chinese,130
Malaysia,Female, 55 - 59,2004,Indians,30
Malaysia,Female, 55 - 59,2004,Other Malaysian,3
Malaysia,Female, 55 - 59,2004,Non-Malaysian Citizens,10
Malaysia,Female, 55 - 59,2005,Total Ethnic Group,416
Malaysia,Female, 55 - 59,2005,Bumiputera,36
Malaysia,Female, 55 - 59,2005,Malay,196
Malaysia,Female, 55 - 59,2005,Chinese,137
Malaysia,Female, 55 - 59,2005,Indians,33
Malaysia,Female, 55 - 59,2005,Other Malaysian,3
Malaysia,Female, 55 - 59,2005,Non-Malaysian Citizens,11
Malaysia,Female, 55 - 59,2006,Total Ethnic Group,441
Malaysia,Female, 55 - 59,2006,Bumiputera,37
Malaysia,Female, 55 - 59,2006,Malay,210
Malaysia,Female, 55 - 59,2006,Chinese,144
Malaysia,Female, 55 - 59,2006,Indians,36
Malaysia,Female, 55 - 59,2006,Other Malaysian,3
Malaysia,Female, 55 - 59,2006,Non-Malaysian Citizens,12
Malaysia,Female, 55 - 59,2007,Total Ethnic Group,464
Malaysia,Female, 55 - 59,2007,Bumiputera,39
Malaysia,Female, 55 - 59,2007,Malay,223
Malaysia,Female, 55 - 59,2007,Chinese,149
Malaysia,Female, 55 - 59,2007,Indians,38
Malaysia,Female, 55 - 59,2007,Other Malaysian,3
Malaysia,Female, 55 - 59,2007,Non-Malaysian Citizens,13
Malaysia,Female, 55 - 59,2008,Total Ethnic Group,484
Malaysia,Female, 55 - 59,2008,Bumiputera,40
Malaysia,Female, 55 - 59,2008,Malay,235
Malaysia,Female, 55 - 59,2008,Chinese,153
Malaysia,Female, 55 - 59,2008,Indians,40
Malaysia,Female, 55 - 59,2008,Other Malaysian,3
Malaysia,Female, 55 - 59,2008,Non-Malaysian Citizens,13
Malaysia,Female, 55 - 59,2009,Total Ethnic Group,501
Malaysia,Female, 55 - 59,2009,Bumiputera,41
Malaysia,Female, 55 - 59,2009,Malay,247
Malaysia,Female, 55 - 59,2009,Chinese,155
Malaysia,Female, 55 - 59,2009,Indians,41
Malaysia,Female, 55 - 59,2009,Other Malaysian,3
Malaysia,Female, 55 - 59,2009,Non-Malaysian Citizens,14
Malaysia,Female, 55 - 59,2010,Total Ethnic Group,519
Malaysia,Female, 55 - 59,2010,Other Bumiputera,43
Malaysia,Female, 55 - 59,2010,Malay,258
Malaysia,Female, 55 - 59,2010,Chinese,158
Malaysia,Female, 55 - 59,2010,Indians,42
Malaysia,Female, 55 - 59,2010,Other Malaysian,3
Malaysia,Female, 55 - 59,2010,Non-Malaysian Citizens,15
Malaysia,Female, 55 - 59,2011,Total Ethnic Group,542
Malaysia,Female, 55 - 59,2011,Other Bumiputera,47
Malaysia,Female, 55 - 59,2011,Malay,269
Malaysia,Female, 55 - 59,2011,Chinese,162
Malaysia,Female, 55 - 59,2011,Indians,45
Malaysia,Female, 55 - 59,2011,Other Malaysian,3
Malaysia,Female, 55 - 59,2011,Non-Malaysian Citizens,16
Malaysia,Female, 55 - 59,2012,Total Ethnic Group,568
Malaysia,Female, 55 - 59,2012,Other Bumiputera,51
Malaysia,Female, 55 - 59,2012,Malay,282
Malaysia,Female, 55 - 59,2012,Chinese,168
Malaysia,Female, 55 - 59,2012,Indians,47
Malaysia,Female, 55 - 59,2012,Other Malaysian,3
Malaysia,Female, 55 - 59,2012,Non-Malaysian Citizens,17
Malaysia,Female, 55 - 59,2013,Total Ethnic Group,595
Malaysia,Female, 55 - 59,2013,Bumiputera,350
Malaysia,Female, 55 - 59,2013,Chinese,173
Malaysia,Female, 55 - 59,2013,Indians,50
Malaysia,Female, 55 - 59,2013,Other Malaysian,3
Malaysia,Female, 55 - 59,2013,Non-Malaysian Citizens,19
Malaysia,Female, 55 - 59,2014,Total Ethnic Group,620
Malaysia,Female, 55 - 59,2014,Bumiputera,366
Malaysia,Female, 55 - 59,2014,Chinese,179
Malaysia,Female, 55 - 59,2014,Indians,52
Malaysia,Female, 55 - 59,2014,Other Malaysian,3
Malaysia,Female, 55 - 59,2014,Non-Malaysian Citizens,20
Malaysia,Female, 55 - 59,2015,Total Ethnic Group,642
Malaysia,Female, 55 - 59,2015,Bumiputera,380
Malaysia,Female, 55 - 59,2015,Chinese,183
Malaysia,Female, 55 - 59,2015,Indians,54
Malaysia,Female, 55 - 59,2015,Other Malaysian,4
Malaysia,Female, 55 - 59,2015,Non-Malaysian Citizens,21
Malaysia,Female, 55 - 59,2016,Total Ethnic Group,660
Malaysia,Female, 55 - 59,2016,Bumiputera,392
Malaysia,Female, 55 - 59,2016,Chinese,187
Malaysia,Female, 55 - 59,2016,Indians,56
Malaysia,Female, 55 - 59,2016,Other Malaysian,4
Malaysia,Female, 55 - 59,2016,Non-Malaysian Citizens,22
Malaysia,Female, 55 - 59,2017,Total Ethnic Group,678
Malaysia,Female, 55 - 59,2017,Bumiputera,404
Malaysia,Female, 55 - 59,2017,Chinese,190
Malaysia,Female, 55 - 59,2017,Indians,57
Malaysia,Female, 55 - 59,2017,Other Malaysian,4
Malaysia,Female, 55 - 59,2017,Non-Malaysian Citizens,23
Malaysia,Female, 55 - 59,2018,Total Ethnic Group,694
Malaysia,Female, 55 - 59,2018,Bumiputera,415
Malaysia,Female, 55 - 59,2018,Chinese,193
Malaysia,Female, 55 - 59,2018,Indians,58
Malaysia,Female, 55 - 59,2018,Other Malaysian,4
Malaysia,Female, 55 - 59,2018,Non-Malaysian Citizens,24
Malaysia,Female, 55 - 59,2019,Total Ethnic Group,708
Malaysia,Female, 55 - 59,2019,Bumiputera,426
Malaysia,Female, 55 - 59,2019,Chinese,196
Malaysia,Female, 55 - 59,2019,Indians,59
Malaysia,Female, 55 - 59,2019,Other Malaysian,4
Malaysia,Female, 55 - 59,2019,Non-Malaysian Citizens,23
Malaysia,Female, 55 - 59,2020,Total Ethnic Group,723
Malaysia,Female, 55 - 59,2020,Bumiputera,438
Malaysia,Female, 55 - 59,2020,Chinese,200
Malaysia,Female, 55 - 59,2020,Indians,59
Malaysia,Female, 55 - 59,2020,Other Malaysian,4
Malaysia,Female, 55 - 59,2020,Non-Malaysian Citizens,22
Malaysia,Female, 60 - 64,1991,Total Ethnic Group,190
Malaysia,Female, 60 - 64,1991,Bumiputera,17
Malaysia,Female, 60 - 64,1991,Malay,92
Malaysia,Female, 60 - 64,1991,Chinese,62
Malaysia,Female, 60 - 64,1991,Indians,14
Malaysia,Female, 60 - 64,1991,Other Malaysian,1
Malaysia,Female, 60 - 64,1991,Non-Malaysian Citizens,4
Malaysia,Female, 60 - 64,1992,Total Ethnic Group,197
Malaysia,Female, 60 - 64,1992,Bumiputera,18
Malaysia,Female, 60 - 64,1992,Malay,95
Malaysia,Female, 60 - 64,1992,Chinese,65
Malaysia,Female, 60 - 64,1992,Indians,14
Malaysia,Female, 60 - 64,1992,Other Malaysian,2
Malaysia,Female, 60 - 64,1992,Non-Malaysian Citizens,4
Malaysia,Female, 60 - 64,1993,Total Ethnic Group,204
Malaysia,Female, 60 - 64,1993,Bumiputera,18
Malaysia,Female, 60 - 64,1993,Malay,99
Malaysia,Female, 60 - 64,1993,Chinese,67
Malaysia,Female, 60 - 64,1993,Indians,15
Malaysia,Female, 60 - 64,1993,Other Malaysian,2
Malaysia,Female, 60 - 64,1993,Non-Malaysian Citizens,4
Malaysia,Female, 60 - 64,1994,Total Ethnic Group,211
Malaysia,Female, 60 - 64,1994,Bumiputera,19
Malaysia,Female, 60 - 64,1994,Malay,102
Malaysia,Female, 60 - 64,1994,Chinese,70
Malaysia,Female, 60 - 64,1994,Indians,15
Malaysia,Female, 60 - 64,1994,Other Malaysian,2
Malaysia,Female, 60 - 64,1994,Non-Malaysian Citizens,4
Malaysia,Female, 60 - 64,1995,Total Ethnic Group,219
Malaysia,Female, 60 - 64,1995,Bumiputera,20
Malaysia,Female, 60 - 64,1995,Malay,105
Malaysia,Female, 60 - 64,1995,Chinese,73
Malaysia,Female, 60 - 64,1995,Indians,16
Malaysia,Female, 60 - 64,1995,Other Malaysian,2
Malaysia,Female, 60 - 64,1995,Non-Malaysian Citizens,4
Malaysia,Female, 60 - 64,1996,Total Ethnic Group,227
Malaysia,Female, 60 - 64,1996,Bumiputera,21
Malaysia,Female, 60 - 64,1996,Malay,108
Malaysia,Female, 60 - 64,1996,Chinese,76
Malaysia,Female, 60 - 64,1996,Indians,17
Malaysia,Female, 60 - 64,1996,Other Malaysian,2
Malaysia,Female, 60 - 64,1996,Non-Malaysian Citizens,4
Malaysia,Female, 60 - 64,1997,Total Ethnic Group,236
Malaysia,Female, 60 - 64,1997,Bumiputera,21
Malaysia,Female, 60 - 64,1997,Malay,111
Malaysia,Female, 60 - 64,1997,Chinese,80
Malaysia,Female, 60 - 64,1997,Indians,18
Malaysia,Female, 60 - 64,1997,Other Malaysian,2
Malaysia,Female, 60 - 64,1997,Non-Malaysian Citizens,5
Malaysia,Female, 60 - 64,1998,Total Ethnic Group,245
Malaysia,Female, 60 - 64,1998,Bumiputera,22
Malaysia,Female, 60 - 64,1998,Malay,115
Malaysia,Female, 60 - 64,1998,Chinese,83
Malaysia,Female, 60 - 64,1998,Indians,18
Malaysia,Female, 60 - 64,1998,Other Malaysian,2
Malaysia,Female, 60 - 64,1998,Non-Malaysian Citizens,5
Malaysia,Female, 60 - 64,1999,Total Ethnic Group,254
Malaysia,Female, 60 - 64,1999,Bumiputera,23
Malaysia,Female, 60 - 64,1999,Malay,119
Malaysia,Female, 60 - 64,1999,Chinese,86
Malaysia,Female, 60 - 64,1999,Indians,19
Malaysia,Female, 60 - 64,1999,Other Malaysian,2
Malaysia,Female, 60 - 64,1999,Non-Malaysian Citizens,5
Malaysia,Female, 60 - 64,2000,Total Ethnic Group,262
Malaysia,Female, 60 - 64,2000,Bumiputera,24
Malaysia,Female, 60 - 64,2000,Malay,122
Malaysia,Female, 60 - 64,2000,Chinese,90
Malaysia,Female, 60 - 64,2000,Indians,20
Malaysia,Female, 60 - 64,2000,Other Malaysian,2
Malaysia,Female, 60 - 64,2000,Non-Malaysian Citizens,5
Malaysia,Female, 60 - 64,2001,Total Ethnic Group,269
Malaysia,Female, 60 - 64,2001,Bumiputera,24
Malaysia,Female, 60 - 64,2001,Malay,125
Malaysia,Female, 60 - 64,2001,Chinese,92
Malaysia,Female, 60 - 64,2001,Indians,20
Malaysia,Female, 60 - 64,2001,Other Malaysian,2
Malaysia,Female, 60 - 64,2001,Non-Malaysian Citizens,5
Malaysia,Female, 60 - 64,2002,Total Ethnic Group,274
Malaysia,Female, 60 - 64,2002,Bumiputera,25
Malaysia,Female, 60 - 64,2002,Malay,128
Malaysia,Female, 60 - 64,2002,Chinese,94
Malaysia,Female, 60 - 64,2002,Indians,20
Malaysia,Female, 60 - 64,2002,Other Malaysian,2
Malaysia,Female, 60 - 64,2002,Non-Malaysian Citizens,5
Malaysia,Female, 60 - 64,2003,Total Ethnic Group,279
Malaysia,Female, 60 - 64,2003,Bumiputera,25
Malaysia,Female, 60 - 64,2003,Malay,130
Malaysia,Female, 60 - 64,2003,Chinese,96
Malaysia,Female, 60 - 64,2003,Indians,20
Malaysia,Female, 60 - 64,2003,Other Malaysian,2
Malaysia,Female, 60 - 64,2003,Non-Malaysian Citizens,6
Malaysia,Female, 60 - 64,2004,Total Ethnic Group,285
Malaysia,Female, 60 - 64,2004,Bumiputera,26
Malaysia,Female, 60 - 64,2004,Malay,133
Malaysia,Female, 60 - 64,2004,Chinese,98
Malaysia,Female, 60 - 64,2004,Indians,20
Malaysia,Female, 60 - 64,2004,Other Malaysian,2
Malaysia,Female, 60 - 64,2004,Non-Malaysian Citizens,6
Malaysia,Female, 60 - 64,2005,Total Ethnic Group,295
Malaysia,Female, 60 - 64,2005,Bumiputera,27
Malaysia,Female, 60 - 64,2005,Malay,137
Malaysia,Female, 60 - 64,2005,Chinese,101
Malaysia,Female, 60 - 64,2005,Indians,21
